text,label,uuid,label_id
what classes of service does twa have,flight,7a3a4618-4acc-4f4c-8eee-7fca04bd6a31,0
what flights do you have from baltimore to san francisco,flight,9b74fb0b-dfcd-4f26-b457-b2d5d7eaf147,0
philadelphia to san francisco please,flight,454291b0-44db-439f-9519-21bba707adc2,0
i need a flight from cincinnati to san jose leaving after 6 in the evening,flight,b5735d3c-2439-475c-850d-56b5fb5efa60,0
can you tell me the afternoon nonstop flights departing from atlanta to boston,flight,1aac3fb0-b0d7-49ec-afe8-d6225349e292,0
please list all available flights from oakland california to philadelphia on wednesday,flight,76300eb1-9b68-4b08-a17b-8fdb55d3fe5a,0
list the round trip flights from st. paul to san jose,flight,20425ced-2736-4f5a-911f-9f4e990fbfb8,0
flights from los angeles to pittsburgh,flight,e55d7758-c0de-4392-a568-544bc2f54225,0
what does code qw mean,abbreviation,2404ebc8-098f-407c-b58b-62602173d328,6
tell me about twa flight 539,flight,8404ae76-f034-427d-9e96-310a89bd732e,0
would you be able to put me on a flight with delta leaving the morning of august twenty seventh from baltimore to san francisco,flight,e2426685-548b-455e-b1b2-0c6927c29219,0
what flights from st. louis to st. paul on thursday leaving after 10 am,flight,cc92473a-571b-421c-8b97-5bc99bd7b0f8,0
i would like to travel from boston to denver,flight,88db8897-4c22-4495-b9a3-df922a250acd,0
flights from new york city to montreal,flight,4b2136e1-3bd0-4131-9201-a6d4c9dbd099,0
show me the air fare for the flights from baltimore to dallas,airfare,4c213634-6abc-4372-8f5d-1defa54ccaf4,1
what is the cheapest flight from denver to pittsburgh leaving on september twenty eighth,flight,4ab1032d-234f-4d8c-bcaf-80cbc621f716,0
what flights go from dallas to tampa,flight,5f1a5387-5123-432f-bfcc-afdcd6606ee7,0
i want to make a trip from washington to san francisco,flight,a1cd199e-1509-4959-8e3b-764ec8b1e7fc,0
show me the evening flights from atlanta to boston,flight,64c4ba37-4c0f-4d5e-875e-6a30d302497e,0
what is the latest flight from milwaukee to seattle tomorrow,flight,e28ddff5-8679-406a-bd5d-9ab3560203c3,0
show me a list of flights on american airlines from boston to dc on july twenty second,flight,aa9d76f6-1056-4688-80cd-c5d01f995270,0
what is the cheapest one way fare from pittsburgh to atlanta traveling on tuesday august twentieth,airfare,365fc29d-e0c3-424e-ba36-27b47cf1090b,1
show first flight from pittsburgh to atlanta on wednesday,flight,66c4b351-07eb-4c61-9818-7c00b8ea030d,0
show me all flights arriving at dallas,flight,7dc9a2e5-65d8-4052-836f-2dc36f3758b9,0
an early flight on wednesday morning from baltimore to newark,flight,4ba7efad-776d-46d4-986b-9c080583143c,0
when does continental fly from philadelphia to denver on sundays,flight_time,019d7b2e-02a0-462c-a993-2db43c8729b3,5
please show me all the flights from boston,flight,ac150796-a842-4a81-94d5-165edbfd5f74,0
what is the day of week for flights between pittsburgh and boston on the evening in july,day_name,4ff484fc-9b37-4601-9f07-6e0a65a968b6,7
show me all flights from denver or philadelphia or pittsburgh to baltimore,flight,2086802b-c579-4dc3-9f1c-b23c20661231,0
what are all the flights into atlanta 's airport,flight,1c84aa0d-83eb-491b-8b71-a02c309900ef,0
what is mco,abbreviation,9b9292a7-aee3-4293-a92e-7d4086c6c8a2,6
show me round trip fares from pittsburgh to philadelphia,airfare,42e15e2d-dee1-4a45-956a-f231ff45f414,1
give me the flights on december twenty seventh with the fares from indianapolis to orlando,flight,f8c17f75-b567-45a4-9752-145b93fca78a,0
give me the round trip coach fare from dallas to baltimore,airfare,a7ab4298-8418-4bbe-a274-c7de6e92a7a7,1
i need flight information on saturday for a flight from philadelphia to dallas,flight,10119f20-c800-44bd-9314-93af54d4e1e3,0
show me the type of aircraft that cp uses,aircraft,58857d51-1658-413d-b741-6a67928bfc2b,8
show me flights from boston to pittsburgh after 1700 hours on wednesday,flight,875d5e75-74d4-48e9-893f-3ccfdde85450,0
please list the cheapest flights from dallas to baltimore arriving on may seventh,flight,5c6c289d-ec96-4066-96f7-80dc614627d5,0
what is the least expensive flight today from atlanta to san francisco,flight,b3c03f27-3cd5-4925-8161-36913cf31ba5,0
show me city served both by nationair and canadian airlines international,city,a70c8033-4b0e-43cd-8338-aac5741712da,9
give me the flights from miami to new york using tower air,flight,b94e9579-99e2-4651-8dda-09155b696d24,0
give me all the flights from memphis to charlotte,flight,607cc041-9909-46ac-b771-3218dd98c37f,0
how far is oakland airport from downtown,distance,3500e0d3-9568-4ed5-933a-a3a01618df9e,10
show me all flights from atlanta to san francisco which leave atlanta after 5 o'clock pm tomorrow,flight,54af56b0-fbb1-461f-9e8d-8837599fb5eb,0
i need a flight from atlanta to philadelphia and i 'm looking for the cheapest fare,flight,68a6dded-f3e1-4172-884a-436c9baa7b13,0
what does the fare code qx mean,abbreviation,cd33573b-570f-4815-bfb3-e9b3aeec0f56,6
show flights between philadelphia and denver on september sixteenth,flight,5a4531c3-dd70-474a-ade4-bc45556df1db,0
i 'd like to know the ground travel available in fort worth,ground_service,2820a203-1d13-4580-86c8-0299d09387bd,2
i would like to know if i fly on american flight number 813 from boston to oakland if i will stop enroute at another city,flight,f22dfc9b-f520-44da-b828-89e5cfb38bfd,0
i need a first class ticket on united airlines from denver to baltimore scheduled for december seventeenth,airfare,90b902cb-7354-49b1-aa18-bdd7752f21ef,1
tell me about flights from charlotte to atlanta next tuesday,flight,bff24891-0895-416e-9907-6fb638999bd6,0
what are the fares from newark to la monday and wednesday,airfare,b1c0608e-f9c8-4e63-9479-be735acd9e71,1
list the flights that leave from philadelphia to atlanta early thursday morning before 8 am,flight,9d8a07f2-a088-4b9e-87b6-8f5112257ac8,0
what times on wednesday could i take a plane from denver to oakland,flight_time,1e706469-c74f-4f9d-94c4-42fb99b60daa,5
dallas to baltimore,flight,91ece552-655f-409c-ab53-2b805dea3bc9,0
which united flights from boston to san francisco make connections,flight,a8f140ec-725d-4ccd-8c8f-340fdb2b1ffd,0
what kind of plane is used on the earliest flight from boston to san francisco afternoon,aircraft,3b3721ea-36bb-4aaa-b26a-7f4f7a03a541,8
before 10 o'clock on tuesday is there a 747 that flies from baltimore to san francisco,flight,64510b44-ed2b-46f3-a18d-f3b237d80b1f,0
show nonstop flights from new york to miami on a tuesday which cost less than 466 dollars one way,flight,930ce27f-4ff0-434e-8b86-23ad94c560b4,0
show prices for all flights from baltimore to dallas on july twenty ninth,airfare,e965b738-9445-498c-b18c-584b13694e22,1
what time does the earliest flight which goes from atlanta to denver leave,flight_time,504af915-7239-49ee-bd63-eaeb4149f8fa,5
what 's the cheapest flight from san francisco to boston,flight,380219cc-22b7-4556-a650-365c9dc438b4,0
what is the cost of the air taxi operation at philadelphia international airport,ground_fare,46693819-c23e-4e94-9702-22961e62ae04,11
give me the flights from baltimore to pittsburgh,flight,a858c2ed-d35e-45b6-8ba7-308868901799,0
does midwest express serve charlotte,flight,2b634722-bf64-453c-ab7c-18f310e5f91e,0
are they all nonstop flights from kansas city to st. paul,flight,c2251dcc-f17a-4746-af11-4e787e3117e1,0
please give me a list of flights leaving boston going to pittsburgh,flight,4fd6c949-07ef-4769-86b8-080b3a8e0d7e,0
what airlines fly from boston to washington,airline,a5d34660-e850-48a9-b9bf-fbcd0bca51c7,4
i live in montreal and i want to travel to chicago then indianapolis and then return home,flight,a2402b14-1810-4bfc-8821-bf9791a4a3b5,0
list daily flights from oakland to boston using twa,flight,23dbfbf6-d675-4c03-984e-24e00d6221f1,0
show me the flight schedule from pittsburgh to san francisco,flight_time,3a7f6dd9-1029-4f69-a6db-2114b02fddfe,5
flight numbers and airline that stands for dl,airline+flight_no,75b362d9-779a-4832-8da8-77e914bfe9d6,12
what flights takeoff and land at general mitchell international,flight,57c9f2bd-556a-49a9-9ddd-8440c456ab78,0
flight from nashville to cleveland,flight,335a61b5-c4f1-41f0-8cdc-41039264d47a,0
what flights are there from baltimore to san francisco,flight,7b03914b-27c1-429a-8f82-f727c0947625,0
what is the cost of a business class ticket going from boston to dallas leaving july first,airfare,0e1ff1a0-4580-4d60-bd6c-600924bc04dc,1
show me all the flights arriving around noon in washington dc from denver,flight,d359990d-e2cf-4fb1-8b67-0d992ce3ed71,0
flights from nashville to seattle,flight,cb404fa9-8fa4-482e-8d08-ad44351f52a5,0
nonstop flights seattle to kansas city,flight,105c291b-50d1-4280-b0bc-6883a01e3f1a,0
now i want to see return flights from miami to new york,flight,6aa57eaa-7d83-466e-9952-526ea68f39be,0
what is the ap57 restriction,abbreviation,a356b642-8437-444e-90a7-2b919adb176f,6
flight leaving from oakland to salt lake city,flight,05be9119-dfa3-479a-afba-2ce3b4083565,0
oakland to denver,flight,8063a385-3c09-4e59-b2d7-17e6506d14b9,0
on july twenty third an early flight on american from philadelphia to san francisco,flight,101c5a68-1752-4ffe-a5e0-ece245c013f2,0
show me the flights leaving saturday or sunday from milwaukee to phoenix,flight,ec7ed670-9969-4d9f-90dc-f135cb0128fe,0
list all flights from memphis to seattle,flight,90c8fa55-6c26-490e-b0ae-5b33c67b2c54,0
how can i get from the denver airport to downtown,flight,9c8f4c23-0ac6-497f-81e5-2fce413c0a49,0
i need a nonstop flight from atlanta to baltimore arriving between 5 pm and 730 pm,flight,70ad95dc-95b4-4893-8c7b-1bfe08f1fa8b,0
flights from dallas to houston in the morning,flight,3f04ae81-0425-456b-8d17-70154a69b2e8,0
is there a united flight from baltimore to san francisco on the morning of august twenty seventh,flight,12cb6e4c-bd52-46a2-9aa0-42aa7d49957b,0
show flights from san francisco to denver on wednesday and thursday,flight,0d07b327-baba-4fb0-a36d-2fc4873d7a42,0
what ground transportation is available into washington,ground_service,9e2a980d-7613-4c0a-a7a0-06ec27f54c80,2
list all flights from denver to san francisco on wednesday afternoon,flight,fe852439-7bb7-424b-93bf-482147e829ae,0
show me the flights from pittsburgh to philadelphia,flight,251a9b8b-a562-4d6b-8aea-66a977372cbb,0
how many flights does each airline have with first class service,quantity,4575f96e-6286-44ad-8ddf-c06ee8c71808,3
show me flights from milwaukee to orlando on wednesday evening or thursday mornings,flight,ee176173-1274-406f-975e-e22cb27baaf9,0
yes i 'm looking for a flight between oakland and boston with a stopover in dallas fort worth do you have one of those,flight,92939b13-c7db-4d1b-b397-8cfb2d1c6c8e,0
a listing of all flights from boston to baltimore before 10 am on thursday,flight,f0a157b5-1503-49c6-a00a-8575cb4f2881,0
show me the flights from love field to other airports,flight,608fb310-00aa-46ee-8455-5e5927971cb8,0
which airlines serve pittsburgh,airline,6f42a5ba-0155-46b3-8bc0-7ef5ca4d80fb,4
show me all flight from san francisco to oakland,flight,c162b57a-db1e-4c14-8de5-02a12b3cda07,0
show me the ground transportation at denver,ground_service,76956ae3-9c6b-40bc-b741-265067188bed,2
show me the earliest flight from boston to denver,flight,e0b48611-a611-4d2f-9e34-2460c2e012bc,0
can you show me the cheapest round trip flights between denver and pittsburgh,flight,d8738202-5b62-4be1-839f-9aa09cd1222e,0
are there any nonstop flights from san francisco to boston on thursdays,flight,6ec89137-5c50-4f19-bb19-bf36b984ec96,0
what flights from orlando to tacoma on saturday,flight,2ed7acb9-c4cf-439d-8d88-43bfc74e68bd,0
show me the flights from boston to fort worth on the morning of july tenth 1991,flight,58596819-79a9-4c52-ab2b-99704ba4168d,0
show me the flights out of love field,flight,ca31ce12-7dac-4788-8d38-05508578b519,0
show me the flights arriving in baltimore on june fifteenth leaving either from denver or dallas,flight,c715ff4f-c35f-4baa-b1f8-740aa3240c27,0
flights from long beach to nashville,flight,c154aaae-28e4-43aa-ab35-4b3d0c348744,0
i 'm looking for a flight from oakland to denver with a stopover in dallas fort worth,flight,02937f5e-2162-4523-9ada-3c816132ffba,0
what flights are there between washington dc and san francisco after 6 pm on wednesday,flight,32eb0fc2-5a70-4a0d-9591-60c10abcebd4,0
what 's the cheapest way to fly between atlanta and denver,flight,9a8fa16f-703f-4018-b0c3-1f0f5e7eeed7,0
i would like a flight from washington to boston leaving at 230 on august twentieth,flight,8fdc6335-d12c-49f2-8fb3-686c97ec1b6c,0
i would like to see the flights from baltimore to philadelphia please,flight,780ab67c-e37f-469a-89a8-0b3f28440c8d,0
show me ground transportation for boston,ground_service,1da27c4c-06e6-437d-bec7-3074b159a314,2
i would like to fly from boston to san francisco,flight,596a9c46-abdf-488b-bf8b-2e7e92134204,0
round trip fare from baltimore to philadelphia less than 1000 dollars,airfare,f7fb48ec-f236-432a-9356-ff443a121d70,1
give me a list of airports in baltimore,airport,ca776541-f85a-4079-8611-302fae36b52d,13
i 'm looking for ground transportation in dallas,ground_service,01d01848-068f-40ca-b694-40f2e0210ad0,2
i 'd like to see all flights from baltimore to philadelphia,flight,d5e06436-e6c1-4cf7-bae9-a891f0c5a0b5,0
give me the flights from memphis tennessee to charlotte north carolina,flight,78de4e40-ec60-4212-b09e-08d759bcbc3f,0
what is the ground transportation available in the city of fort worth,ground_service,c1437750-efba-4a00-b250-88a972b1fc34,2
what is the cheapest round trip fare between boston and san francisco,airfare,c97fbd6b-06c7-4269-a92e-064109847c37,1
show me all flights from denver to san francisco next wednesday which leave after noon,flight,260840e2-7ccf-4f5f-b089-8ee2328ab953,0
i need a flight from newark to los angeles leaving tomorrow evening,flight,641a514b-d094-4f88-8617-1f7d3084f654,0
cheapest flight for today,cheapest,c169f61f-8984-4214-888e-0e5cff532f47,14
show me first class fares from dallas to baltimore,airfare,aef8e807-c720-4573-9e03-b332b38b25c6,1
now please give me the latest flight tomorrow on twa from milwaukee to tacoma,flight,223d46ae-f930-4a29-b5ff-6ac588d454ee,0
please list nonstop flights from las vegas to new york on america west,flight,1feadabd-3e0e-43b6-a1a6-36091f34683c,0
what are the fares for flights from charlotte to newark on tuesday and wednesday,airfare,eff8d687-5e06-40ef-b290-2f45dcb04f2e,1
all do you have a flight from washington to boston that stops in philadelphia,flight,e6583263-960d-4c8c-946d-3a6ae236a9af,0
what flights are there on sunday from seattle to minneapolis,flight,e315ab20-9b1f-4768-88fa-65df815c7b03,0
show me flights from san francisco to denver on weekdays,flight,c3ae8ad2-de96-48cb-808d-64fb449d3c33,0
which airlines fly from toronto to san diego and have a stopover in denver,airline,d4798f6d-3e5b-4a51-9a9f-174a601dd5ad,4
give me the flights from boston to san francisco leaving early today,flight,24170a46-2229-4b1c-bcb9-1d76228fc0b3,0
does us air have any flights out of atlanta to denver,flight,755e5a22-1812-47e0-92de-0a1ae0d57eb2,0
can you list flights from boston to washington with the lowest one way fares that leave on saturday,flight,eb9756aa-22d5-4cbe-ae28-6c70f55b702d,0
shortest flight from boston to philadelphia,flight,3436e1b2-75fe-4398-beca-cd745ef8abc3,0
show me fares from philadelphia to san francisco on thursday morning,airfare,6b15054b-fb38-4418-a690-6da9ed179cf4,1
what airlines fly from boston to pittsburgh,airline,d977b011-aed4-4fb0-a0f2-dc25df02327c,4
what is the yn code,abbreviation,6ffa5085-e76b-4e9e-81c3-b3c2b4c05529,6
show me the flights arriving at love field from other airports,flight,42951275-739c-4bda-b63d-c81542446176,0
i want a flight from atlanta to pittsburgh,flight,74546ec9-9f62-4fdc-a0af-fbb46f4fdadd,0
show me flights from atlanta to philadelphia in the morning,flight,0acf3d41-3b77-4a2a-ad1f-63cafd40e53f,0
what is the earliest flight from boston to san francisco on american airlines,flight,5302c8fd-2b6f-4be8-92ca-778201b246b0,0
show me the fares from washington to oakland,airfare,447546e8-1646-41a1-a70c-72ee6ce341c9,1
oakland to san francisco please breakfast flight,flight,da109ebe-934a-4b42-a2dc-750f4904ab05,0
what ground transportation is available at the baltimore airport,ground_service,cdb8d3f8-af11-4816-b2f6-ec6b4c35c44d,2
leaving denver flying to san francisco before 10 am what type of aircraft is used,aircraft,aca510ab-74a4-429c-8854-730a1128770b,8
what flights are available from boston to atlanta on july seventh 8 am,flight,10a41a20-bda0-4beb-827c-7e6dc0422f92,0
flight from philadelphia to dallas arriving before 4 pm on saturday,flight,7efb3e7c-a9a1-4c0b-8222-65ebad48952b,0
now i need flights leaving from atlanta and arriving in philadelphia on wednesday morning,flight,0d95b89b-fb4e-4c4d-abda-add9d7bb8e7e,0
what time are the flights from baltimore to san francisco,flight_time,1f55e631-bac8-4e3c-9ccf-2d6766666d05,5
what sort of ground transportation is there in washington dc,ground_service,98539c1e-03a8-4ec7-887e-c82f8843813a,2
show me the flights from denver to westchester county,flight,f1570bb6-5b2c-4a47-8c99-be2c0397b30c,0
is there an american airlines flight in the evening from dallas to san francisco,flight,19a40820-5e57-4d46-b505-b75ceec1aaa2,0
what is the name of the airport in philadelphia,airport,e3d2e5ad-fc84-44eb-b51e-211fff10f22f,13
i want to fly from boston at 838 am and arrive in denver at 1110 in the morning,flight,77fcc3a3-55fc-471c-935b-a20ced6655b2,0
what flights are available tomorrow from denver to philadelphia,flight,c1776076-f28b-440c-944d-28be7488675c,0
fare code y what does that mean,abbreviation,015cc0d1-8765-4d79-8c7c-d9c317a734af,6
what is the earliest flight from boston to san francisco that serves a meal,flight,efc76716-e692-43ff-9efa-a19f63d38b99,0
show me the flights from boston to atlanta and the return flights from atlanta to boston,flight,6fa7fcc4-bbcc-462f-8d12-65178101500e,0
show me all flights with fares from pittsburgh to san francisco,flight,b194b09a-e2df-416a-b208-1bd52c24936c,0
please list ground transport in san francisco,ground_service,cb827493-ef2e-47fc-99d3-fc1fdf906f7a,2
list the flights arriving in atlanta from baltimore before noon on august fourth,flight,669af4c1-18d8-4ca1-a402-387a190fc7e7,0
what is the lowest fare from denver to pittsburgh,airfare,46bf88a9-e60d-4aec-ae75-4743b7149bc3,1
flights from ontario to florida,flight,7e7a795d-5b3d-40ee-8311-6d646ad68b62,0
what kind of aircraft is used on the first class american airlines flight from philadelphia to san francisco with a dallas stopover,aircraft,e6717901-eeab-489c-b50e-9c19bc096cc4,8
what 's the first flight from dallas to houston,flight,6f3762d0-2fc1-4449-b894-60afb5cf713f,0
what are the cheapest fares for flights from newark to la leaving wednesday after 3 pm,airfare,175114f9-ba2e-402f-b9cf-399e8521838c,1
please show me all the flights from denver to oakland that are nonstop,flight,230dcea2-7466-43d8-be0f-4d5a517e3352,0
show me ground transportation information for san francisco,ground_service,b2b3f2fa-4e78-489e-92af-d74d1ff96d88,2
what are all flights to denver from philadelphia on sunday,flight,6175d02f-4d43-427d-8386-30994109d9ec,0
i would like information on flights leaving atlanta in the afternoon arriving in dallas,flight,9fdff1e4-9231-4798-a294-93f1faa6c289,0
show me non first class flights from baltimore to dallas,flight,f0ea65d5-c2dd-4db0-951b-1c8192ae8b8b,0
show all flights from boston to denver on july thirty first,flight,067c76de-035e-4262-b91b-c6b4cdfe1838,0
show me the fare from dallas to san francisco,airfare,6336dfc6-3ae9-499f-a698-6cf62dc96bf2,1
i am also interested in a flight that runs from st. louis to las vegas,flight,1a57dcf2-d081-4923-a3ba-09b1499833f4,0
ground transportation please in the city of boston between airport and downtown,ground_service,f936dc70-2326-4916-9669-2000be038cae,2
i 'm trying to find a flight from kansas city to burbank on saturday the twenty second,flight,c282d568-0662-4555-9589-60da01ed5b69,0
what is the latest flight from boston to denver that serves a meal,flight,d2198ce7-4ffa-4799-9e56-ab0f4ed37a23,0
i want to travel from philadelphia to boston on wednesday afternoon,flight,8b5b9d95-fd65-4a03-ad72-ab75dd95c7d2,0
do you have any flights from chicago to indianapolis,flight,98431581-4127-4921-afe2-98ed5c973e30,0
what flights leave from nashville to phoenix,flight,d0025569-a15d-41f9-baaf-a55e50d754b2,0
list all flights on continental from denver to chicago which depart after 934 pm,flight,d2f8393d-8f68-4a3b-9251-58cd77d308bd,0
is there a flight in the afternoon from philadelphia that arrives in the evening in denver,flight,2fdfc4b7-e87a-40cd-886d-a57314f177db,0
round trip fares from baltimore to philadelphia less than 1000 dollars or round trip fares from denver to philadelphia less than 1000 dollars or round trip fares from pittsburgh to philadelphia less than 1000 dollars,airfare,c7b331d2-0e04-4c40-a545-b58525c94090,1
what is the schedule for flights between pittsburgh and boston on the evening of july ninth,flight_time,31511872-e025-4c58-81cf-2c6835843a6b,5
please show me the flights available from san francisco to pittsburgh on tuesday,flight,92530358-4d2a-443f-9fb5-7ec525fe731c,0
is fare code b the same as business class,abbreviation,636d2f98-ce6f-40c6-b720-d6e0a39bea8a,6
what ground transportation is available from pittsburgh to downtown,ground_service,a7bdf153-8538-498d-8515-e24c7d220d69,2
show all flights with first class from baltimore to dallas,flight,470d7ed4-830b-4ffe-8b2f-7ce31a09230e,0
flights from denver to baltimore between 10 am and 2 pm,flight,69ec1288-4dd3-45ab-911a-7ef2859d6741,0
what is the cheapest flight from denver to oakland,flight,bd356549-378c-4dd8-9e7b-2bf3b30f6081,0
list all united flights from boston to san francisco with fare code qx,flight,d2ac852e-574d-466c-adf4-45ed2145e9c8,0
i need information flight information for tuesday on a flight leaving baltimore bound for dallas,flight,9b600650-9baa-47f2-8d1f-4a8c2458543a,0
what is the cheapest flight from boston to san francisco,flight,6087cce9-07d7-40ea-b681-57eecb96b30e,0
what are the air restrictions on flights from chicago to new york,restriction,d22863a1-1e4b-4621-b05e-02dd8b0a8cf7,15
what flights are available friday afternoon from pittsburgh to san francisco,flight,cf297b5c-1352-4ffb-9c6f-77cd1919471d,0
find me a flight leaving boston at 12 o'clock,flight,ea0742d9-8789-40e4-947c-ac1713e1d897,0
i need ground transportation in dallas please show me what 's available,ground_service,441a9a85-b4b7-486b-9bde-4e92a0244d5b,2
i 'd like to go to boston from denver and i 'd like to get there,flight,c990244b-cc51-41e8-a2a5-f33adcc1b3a6,0
what 's the earliest flight from phoenix to salt lake city,flight,0c47295a-d898-4af5-939f-324af85bec76,0
show me all the available flights from baltimore to dallas with economy fares,flight,ffc3eef3-88b3-4386-b4ee-62573b6e032d,0
list all nonstop flights from los angeles to pittsburgh which arrive before 5 pm on tuesday,flight,ff9fe359-6fc6-4c99-a73e-c3bb7ebac5c3,0
show me all flights from indianapolis,flight,0ee370cc-a21d-4e65-8fdb-d66044066c8f,0
find a flight from long beach to st. louis stopping in dallas,flight,20b5fb50-d6e8-488b-99ff-71bdbb219ac0,0
are there wednesday morning flights between pittsburgh and boston,flight,92e42797-d8f9-416f-a5d8-c2d54c6064ce,0
list ground transportation in detroit,ground_service,b823ed0d-dc11-4c45-a496-9009f6854d08,2
list all flights from long beach to columbus on sunday,flight,fc7ebb44-c98c-4163-8afe-7e8dff308926,0
show me all the flights from indianapolis to san diego on us air,flight,05ae5ed5-3ff6-413e-a33e-a044a3e6a187,0
can i get from dallas to san francisco leaving in the morning and arriving in the morning,flight,2e46976d-a39c-49ea-99d0-16f264568e6d,0
i 'd like a flight from columbus to phoenix stopping in cincinnati and serving dinner what 's available,flight,c87ba62b-63e7-4b91-93a9-a93e60c91a46,0
what is the cheapest one way fare from boston to baltimore,airfare,ea58b231-8952-4698-ad11-aea20a107ee0,1
are there any flights from atlanta to denver,flight,5e9b160b-b269-4a55-9e99-cfea4c74edcf,0
what 's the lowest round trip fare from bwi to any city,airfare,66086194-b392-4d11-910d-5108b4509df4,1
find me the flights that are nonstop between boston and dallas that leave between 12 and 2 in the afternoon,flight,4ffb0dbe-435d-490d-b15a-df8bfe635b54,0
what 's the cheapest of the dallas to atlanta flights which are after 2 in the afternoon,flight,97c532e8-662e-4c92-87a0-9e326545f41e,0
i need a flight from boston to pittsburgh that leaves early in the morning,flight,ea94fe1c-5b1c-4f37-819d-72585a877265,0
show flights from philadelphia to dallas on saturday,flight,6e579b06-6f60-4f9b-bb44-b955d2505e03,0
show flights first class on american from dallas fort worth to san francisco international,flight,ef20aa43-c0dc-4a47-9be7-629c0c37fcb9,0
on continental flight 1765 from boston to san francisco what type of meal is served,flight,d056666c-8333-4684-a903-c37228038a56,0
does american airline fly from denver to pittsburgh,flight,7422b932-cc7c-44b0-86ab-fd2072a3e5c2,0
okay i 'm looking for a flight from tampa to st. louis leaving before 10 am any day,flight,ec439c41-2641-4cb6-a729-e82e11aa7068,0
the cheapest flights from atlanta to philadelphia that arrive after 12 pm on a tuesday,flight,64bd9648-3064-484f-a738-26e8f2b5f96c,0
how expensive is the san francisco limousine service,ground_fare,ce578f05-0758-4722-ac9a-c3f9ea34a6f4,11
what flights are from memphis to las vegas,flight,2c4b307a-2036-4914-85e4-3743a09b0295,0
find a flight between denver and oakland the flight should leave in the afternoon and arrive near 5 pm the flight should also be nonstop,flight,dcd2d4d1-4bc4-4b62-9c21-ab05f7aa0358,0
lowest fare from san francisco to los angeles,airfare,9ae8dd82-2c10-40ac-a47a-d96d6a130abc,1
all right would you let me know type of aircraft united airlines is using on the flights from denver to san francisco i would like to know the type of aircraft that they use on these flights before 10 in the morning,aircraft,d6426898-b92d-494d-a12b-25e819e9e123,8
show me the flights from atlanta to bwi,flight,76ecd305-5823-4620-afc1-5869eb7da8ce,0
bring up flights from milwaukee to orlando on wednesday night or thursday morning,flight,5c1122ee-0c37-46d4-830e-d4958eb6e51d,0
us air flights departing from charlotte around 1 pm,flight,180a25d9-b773-4cc8-8b21-fdd62f1b92de,0
show me flights from seattle to san francisco that leave after 5 pm,flight,707e9e89-3662-44f6-a2a3-365da486add6,0
i 'd like to book the cheapest flight from atlanta to denver on august first,flight,fd073c63-8729-4f23-935d-642898bb9572,0
list all nonstop flights on tuesday before noon from charlotte to baltimore,flight,2dd7bd56-5980-457f-a60c-690601da029b,0
